Employee_ID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,MonthlyIncome,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,ExperienceRatio,PromotionGap,IncomePerLevel,CompanySwitchRate,RoleStability,PromotionDelay,LowIncomeFlag,Feedback,Sentiment,Attrition_Risk,Risk_Score,Risk_Level,Productivity_Risk_Score,Productivity_Risk_Level,Attrition_Risk_%,AgeGroup
88,32,0,Travel Rarely,Software Development,4,Below College,3,Female,104847,1,7,Business Analyst,5,Divorced,7,No,36,15,4,1,7,7,0.0625,-6,14978.142857142857,0.4666666666666667,7.0,8,0,Good work life balance,0.7,0.030545142048024967,3.0545142048024965,Low Risk,47.597855447906326,Medium,3.0545142048024965,30-40
89,62,0,Travel Rarely,Cyber Security,38,Degree,5,Male,196898,2,8,IT,5,Single,4,No,29,1,3,4,5,6,2.0,-2,24612.25,4.0,1.25,-5,0,Supportive management,0.5,0.04782806832587933,4.782806832587934,Low Risk,36.1381423822214,Low,4.782806832587934,
90,18,0,No Travel,Data Science,11,Degree,4,Male,54757,1,7,Help Desk,1,Married,4,No,62,4,3,10,3,3,2.0,7,7822.428571428572,1.0,0.3,1,0,Good work life balance,0.7,0.009486146896622413,0.9486146896622413,Low Risk,82.52034376876392,High,0.9486146896622413,
91,42,0,Travel Frequently,Network Administration,44,Below College,4,Male,102417,4,2,Business Analyst,4,Married,7,No,30,13,3,6,7,4,0.42857142857142855,2,51208.5,0.5384615384615384,1.1666666666666667,9,0,Supportive management,0.5,0.006873339340435732,0.6873339340435731,Low Risk,20.709529517772395,Low,0.6873339340435731,40-50
92,24,0,Travel Frequently,Data Science,24,Master's,4,Female,42480,5,6,HR,2,Divorced,1,No,72,2,4,3,1,3,1.0,0,7080.0,0.5,0.3333333333333333,-1,0,I am happy with my team,0.8,0.0013358959312057322,0.13358959312057322,Low Risk,26.49416286937422,Low,0.13358959312057322,18-30
93,26,0,Travel Frequently,Software Development,28,Degree,4,Female,180665,4,4,QA Analyst,2,Married,10,No,82,13,1,4,4,7,0.2857142857142857,-3,45166.25,0.7692307692307693,1.0,6,0,Supportive management,0.5,0.013504210491117009,1.3504210491117008,Low Risk,38.47360371454912,Low,1.3504210491117008,18-30
94,41,1,Travel Frequently,Data Science,41,Graduation,3,Female,151201,4,2,Consultant,2,Single,2,No,41,6,4,7,9,2,1.0,5,75600.5,0.3333333333333333,1.2857142857142858,4,0,High stress workload,0.16,0.5091362855927812,50.91362855927812,Medium Risk,47.220052098696144,Medium,50.91362855927812,40-50
95,18,0,Travel Rarely,Software Development,18,Degree,2,Female,119882,2,6,QA Analyst,4,Divorced,8,No,87,18,1,1,4,1,0.05263157894736842,0,19980.333333333332,0.4444444444444444,4.0,17,0,I am happy with my team,0.8,0.1878705178364519,18.78705178364519,Low Risk,47.43300913829033,Medium,18.78705178364519,
96,61,0,Travel Rarely,Software Development,49,Degree,5,Female,46876,5,6,HR,2,Divorced,10,Yes,99,15,1,8,1,4,0.5,4,7812.666666666667,0.6666666666666666,0.125,11,0,Career growth is good,0.7,0.025500763739003843,2.550076373900384,Low Risk,26.920601713041247,Low,2.550076373900384,
97,25,1,No Travel,Software Development,21,PhD,2,Male,172179,1,5,Technician,1,Married,8,No,54,20,4,6,9,5,0.2857142857142857,1,34435.8,0.4,1.5,15,0,No promotion opportunities,0.0,0.8177509140077462,81.77509140077463,High Risk,96.78383965896022,High,81.77509140077463,18-30
98,41,0,Travel Rarely,Data Science,26,Master's,5,Male,65680,3,1,Manager,4,Divorced,8,Yes,46,17,2,4,1,5,0.2222222222222222,-1,65680.0,0.47058823529411764,0.25,12,0,I am happy with my team,0.8,0.0004498220550228426,0.04498220550228426,Low Risk,32.360879212735696,Low,0.04498220550228426,40-50
99,28,0,No Travel,Network Administration,3,Graduation,4,Male,177267,5,2,Help Desk,1,Single,2,Yes,95,1,4,0,5,5,0.0,-5,88633.5,2.0,inf,-4,0,Good work life balance,0.7,0.0002899320956595026,0.028993209565950258,Low Risk,35.29923409580575,Low,0.028993209565950258,18-30
100,34,0,Travel Rarely,IT Services,13,Graduation,1,Male,156099,4,7,Director,4,Divorced,0,No,0,2,1,0,7,5,0.0,-5,22299.85714285714,0.0,inf,-3,0,Career growth is good,0.7,0.05004671480814271,5.004671480814271,Low Risk,21.47141261426134,Low,5.004671480814271,30-40
101,25,0,Travel Rarely,IT Services,38,Master's,3,Male,167872,4,3,Consultant,2,Divorced,6,No,55,6,5,9,2,3,1.2857142857142858,6,55957.333333333336,1.0,0.2222222222222222,3,0,Good work life balance,0.7,0.0002492515804209217,0.02492515804209217,Low Risk,38.239692674948614,Low,0.02492515804209217,18-30
102,52,0,Travel Rarely,Data Science,28,Master's,5,Female,137821,5,7,Developer,2,Married,0,No,10,8,5,0,9,4,0.0,-4,19688.714285714286,0.0,inf,4,0,Career growth is good,0.7,0.0008800347785712788,0.08800347785712788,Low Risk,26.48611826079832,Low,0.08800347785712788,50-60
103,52,0,No Travel,Network Administration,14,Graduation,4,Male,78033,2,2,HR,5,Divorced,9,No,91,11,5,0,1,1,0.0,-1,39016.5,0.8181818181818182,inf,10,0,Supportive management,0.5,0.003980037979124012,0.39800379791240126,Low Risk,35.364353611396304,Low,0.39800379791240126,50-60
104,50,0,Travel Rarely,IT Services,1,Below College,1,Female,161192,1,6,Consultant,3,Divorced,5,No,93,19,4,0,5,3,0.0,-3,26865.333333333332,0.2631578947368421,inf,16,0,I am happy with my team,0.8,0.08510502440151606,8.510502440151607,Low Risk,66.20773572473263,Medium,8.510502440151607,40-50
105,22,0,Travel Frequently,Software Development,28,Master's,4,Female,133357,3,3,Director,1,Divorced,2,No,24,15,1,2,4,4,0.125,-2,44452.333333333336,0.13333333333333333,2.0,11,0,Good work life balance,0.7,0.007530489522826542,0.7530489522826542,Low Risk,58.956420403344,Medium,0.7530489522826542,18-30
106,59,1,Travel Rarely,Data Science,36,Master's,3,Female,94738,2,1,QA Analyst,2,Married,2,No,42,17,2,2,5,4,0.1111111111111111,-2,94738.0,0.11764705882352941,2.5,13,0,High stress workload,0.16,0.9259478678147985,92.59478678147985,High Risk,78.10496237320233,High,92.59478678147985,50-60
107,56,0,Travel Frequently,Data Science,50,Graduation,1,Female,181462,1,1,Developer,4,Single,6,No,25,2,1,3,7,1,1.0,2,181462.0,3.0,2.3333333333333335,1,0,Supportive management,0.5,0.9985070009406928,99.85070009406928,High Risk,73.50306472248282,High,99.85070009406928,50-60
108,58,0,Travel Rarely,Cyber Security,11,Degree,5,Female,195693,5,5,IT,5,Married,0,No,25,9,4,4,5,7,0.4,-3,39138.6,0.0,1.25,2,0,Good work life balance,0.7,4.64582143111608e-05,0.00464582143111608,Low Risk,0.0008198508407851905,Low,0.00464582143111608,50-60
109,45,0,Travel Rarely,Cyber Security,43,Graduation,5,Male,83326,2,5,Developer,1,Single,7,No,7,0,2,2,10,6,2.0,-4,16665.2,inf,5.0,-6,0,Career growth is good,0.7,0.03017235341730484,3.017235341730484,Low Risk,71.12068858971715,High,3.017235341730484,40-50
110,24,0,Travel Rarely,Cyber Security,40,Graduation,5,Female,86665,3,8,Support,2,Divorced,8,Yes,67,15,4,9,3,1,0.5625,8,10833.125,0.5333333333333333,0.3333333333333333,14,0,Good work life balance,0.7,0.0077386709297858495,0.7738670929785849,Low Risk,50.13656478111387,Medium,0.7738670929785849,18-30
111,26,0,Travel Rarely,Network Administration,4,Graduation,5,Male,183111,1,8,Business Analyst,5,Married,5,No,66,13,5,6,5,3,0.42857142857142855,3,22888.875,0.38461538461538464,0.8333333333333334,10,0,Good work life balance,0.7,0.0007346415417214212,0.07346415417214211,Low Risk,47.071787791912726,Medium,0.07346415417214211,18-30
112,25,1,Travel Rarely,Data Science,34,Degree,1,Male,165988,5,7,QA Analyst,2,Single,7,No,58,7,2,8,6,7,1.0,1,23712.571428571428,1.0,0.75,0,0,Salary is low,0.0,0.7662677135393394,76.62677135393395,High Risk,39.992959650694225,Low,76.62677135393395,18-30
113,29,1,Travel Frequently,Cyber Security,1,Master's,3,Male,145427,1,8,QA Analyst,2,Married,5,No,42,0,2,5,8,8,5.0,-3,18178.375,inf,1.6,-8,0,Salary is low,0.0,0.8942917747696015,89.42917747696015,High Risk,89.31103131946355,High,89.42917747696015,18-30
114,51,0,Travel Rarely,Data Science,10,Degree,1,Male,83536,3,8,Help Desk,2,Single,3,No,50,8,2,4,6,3,0.4444444444444444,1,10442.0,0.375,1.5,5,0,Supportive management,0.5,0.7409112991516318,74.09112991516318,High Risk,63.07490527914644,Medium,74.09112991516318,50-60
115,50,0,Travel Rarely,Software Development,17,Graduation,5,Female,117876,5,1,Manager,5,Single,0,Yes,42,0,5,7,7,3,7.0,4,117876.0,0.0,1.0,-3,0,Good work life balance,0.7,9.142791209734423e-05,0.009142791209734423,Low Risk,0.00161343374289431,Low,0.009142791209734423,40-50
116,40,0,Travel Rarely,Cyber Security,7,Master's,3,Male,145559,4,8,Director,3,Single,3,Yes,13,15,2,3,7,2,0.1875,1,18194.875,0.2,2.3333333333333335,13,0,Supportive management,0.5,0.14209232846058464,14.209232846058464,Low Risk,31.91927638459855,Low,14.209232846058464,30-40
117,41,0,Travel Rarely,Data Science,39,Below College,2,Male,56573,4,2,Manager,2,Divorced,6,No,7,3,4,0,0,7,0.0,-7,28286.5,2.0,0.0,-4,0,Supportive management,0.5,0.00340868344172054,0.34086834417205397,Low Risk,38.29544735485389,Low,0.34086834417205397,40-50
118,54,0,Travel Rarely,Network Administration,13,Master's,2,Male,144093,2,6,Developer,1,Married,1,No,41,9,4,7,1,4,0.7,3,24015.5,0.1111111111111111,0.14285714285714285,5,0,Supportive management,0.5,0.03951321738499147,3.9513217384991473,Low Risk,71.2855273656175,High,3.9513217384991473,50-60
119,52,0,Travel Rarely,Network Administration,22,Master's,1,Female,155027,5,2,Developer,5,Married,7,Yes,2,18,1,6,4,0,0.3157894736842105,6,77513.5,0.3888888888888889,0.6666666666666666,18,0,Career growth is good,0.7,0.051240652827296576,5.124065282729657,Low Risk,0.9042468145993512,Low,5.124065282729657,50-60
120,61,0,Travel Rarely,Network Administration,1,Graduation,5,Female,140168,5,5,IT,2,Married,10,No,86,6,3,8,8,2,1.1428571428571428,6,28033.6,1.6666666666666667,1.0,4,0,I am happy with my team,0.8,0.0006330757635970374,0.06330757635970373,Low Risk,26.481760160534062,Low,0.06330757635970373,
121,57,0,Travel Rarely,Cyber Security,28,Graduation,2,Male,136337,2,2,Manager,5,Single,8,No,80,2,5,9,1,6,3.0,3,68168.5,4.0,0.1111111111111111,-4,0,Good work life balance,0.7,0.0023743910732830138,0.23743910732830137,Low Risk,35.33601866599911,Low,0.23743910732830137,50-60
122,39,0,Travel Rarely,Network Administration,33,Master's,2,Male,59958,1,2,Support,1,Single,0,No,41,6,2,5,8,0,0.7142857142857143,5,29979.0,0.0,1.6,6,0,Career growth is good,0.7,0.07229763272049097,7.229763272049097,Low Risk,83.62878175389102,High,7.229763272049097,30-40
123,44,0,Travel Frequently,IT Services,13,Degree,4,Female,119950,2,2,Help Desk,1,Married,7,No,34,7,5,4,3,5,0.5,-1,59975.0,1.0,0.75,2,0,Career growth is good,0.7,0.002044734979363789,0.20447349793637892,Low Risk,70.624318852577,High,0.20447349793637892,40-50
124,52,0,Travel Rarely,Software Development,1,Below College,4,Male,54947,5,2,Manager,4,Married,9,No,51,15,5,1,1,3,0.0625,-2,27473.5,0.6,1.0,12,0,I am happy with my team,0.8,5.257916848598265e-05,0.005257916848598265,Low Risk,8.82445727944387,Low,0.005257916848598265,50-60
125,18,0,Travel Rarely,Data Science,38,Master's,3,Female,81004,4,3,Software Engineer,4,Single,2,No,44,1,2,3,9,1,1.5,2,27001.333333333332,2.0,3.0,0,0,Good work life balance,0.7,0.004036481630196639,0.40364816301966394,Low Risk,20.659467322885824,Low,0.40364816301966394,
126,52,1,Travel Rarely,IT Services,25,Graduation,3,Female,104271,1,5,Help Desk,3,Married,3,No,98,17,3,3,6,8,0.16666666666666666,-5,20854.2,0.17647058823529413,2.0,9,0,Salary is low,0.0,0.7654708659747896,76.54708659747897,High Risk,78.2141917524963,High,76.54708659747897,50-60
127,54,0,Travel Rarely,Cyber Security,42,Graduation,5,Female,141316,5,1,Manager,4,Married,5,No,81,7,4,5,4,3,0.625,2,141316.0,0.7142857142857143,0.8,4,0,Good work life balance,0.7,0.002272934076736465,0.22729340767364653,Low Risk,8.863640013118879,Low,0.22729340767364653,50-60
128,31,1,Travel Rarely,Data Science,21,Degree,2,Female,161568,3,8,Director,5,Single,4,No,1,15,5,0,2,4,0.0,-4,20196.0,0.26666666666666666,inf,11,0,Salary is low,0.0,0.6045338643726272,60.45338643726272,Medium Risk,34.19765643010519,Low,60.45338643726272,30-40
129,20,0,Travel Frequently,Data Science,33,Degree,1,Male,78186,4,1,Help Desk,4,Single,3,Yes,76,20,2,6,5,3,0.2857142857142857,3,78186.0,0.15,0.8333333333333334,17,0,Supportive management,0.5,0.12575936949543,12.575936949543001,Low Risk,22.807518285213472,Low,12.575936949543001,18-30
130,18,0,Travel Rarely,Network Administration,37,Graduation,1,Female,154040,4,3,IT,5,Single,5,Yes,47,10,2,3,0,3,0.2727272727272727,0,51346.666666666664,0.5,0.0,7,0,I am happy with my team,0.8,0.005807773702562365,0.5807773702562364,Low Risk,11.867196006515806,Low,0.5807773702562364,
131,22,0,No Travel,Data Science,34,Graduation,4,Male,104187,2,5,QA Analyst,5,Divorced,6,No,64,18,5,6,2,0,0.3157894736842105,6,20837.4,0.3333333333333333,0.3333333333333333,18,0,Career growth is good,0.7,0.0019491255319224428,0.1949125531922443,Low Risk,35.3285139799751,Low,0.1949125531922443,18-30
132,43,0,Travel Rarely,Data Science,3,Degree,3,Male,36877,5,7,Business Analyst,3,Divorced,8,No,70,10,4,6,4,2,0.5454545454545454,4,5268.142857142857,0.8,0.6666666666666666,8,0,Supportive management,0.5,0.015742968327765526,1.5742968327765525,Low Risk,17.92487591166645,Low,1.5742968327765525,40-50
133,31,0,Travel Frequently,Software Development,30,Degree,5,Male,96967,5,6,Developer,5,Divorced,10,No,8,18,4,0,4,1,0.0,-1,16161.166666666666,0.5555555555555556,inf,17,0,Supportive management,0.5,0.0049499213717794175,0.49499213717794177,Low Risk,0.08735155361963677,Low,0.49499213717794177,30-40
134,56,0,Travel Frequently,Cyber Security,3,Master's,4,Female,167462,2,3,IT,4,Married,8,No,47,19,3,7,5,0,0.35,7,55820.666666666664,0.42105263157894735,0.7142857142857143,19,0,Good work life balance,0.7,0.008508218029288972,0.8508218029288972,Low Risk,44.2677920828698,Medium,0.8508218029288972,50-60
135,44,0,Travel Rarely,IT Services,18,Degree,4,Female,137829,5,5,Technician,4,Married,1,No,74,5,5,2,7,6,0.3333333333333333,-4,27565.8,0.2,3.5,-1,0,Supportive management,0.5,0.0007879108837965798,0.07879108837965798,Low Risk,8.837433721478764,Low,0.07879108837965798,40-50
136,26,0,Travel Rarely,Network Administration,23,Degree,5,Male,54056,5,3,Business Analyst,2,Divorced,8,No,37,11,2,1,1,4,0.08333333333333333,-3,18018.666666666668,0.7272727272727273,1.0,7,0,I am happy with my team,0.8,0.00012192198487479653,0.012192198487479653,Low Risk,26.472739799733088,Low,0.012192198487479653,18-30
137,32,0,Travel Rarely,Software Development,8,Below College,5,Female,67141,4,7,Support,3,Married,3,Yes,70,9,4,5,3,3,0.5,2,9591.57142857143,0.3333333333333333,0.6,6,0,Career growth is good,0.7,0.0009472429241773896,0.09472429241773896,Low Risk,29.42848075748548,Low,0.09472429241773896,30-40
138,32,0,No Travel,IT Services,9,Master's,2,Female,152338,1,2,Support,1,Married,1,No,49,8,5,7,5,6,0.7777777777777778,1,76169.0,0.125,0.7142857142857143,2,0,I am happy with my team,0.8,0.0016758543376891126,0.16758543376891127,Low Risk,82.38251507654746,High,0.16758543376891127,30-40
139,43,0,Travel Rarely,IT Services,2,Graduation,5,Male,184899,3,3,QA Analyst,1,Single,7,No,66,9,3,4,4,7,0.4,-3,61633.0,0.7777777777777778,1.0,2,0,Good work life balance,0.7,0.00019663164928089655,0.019663164928089654,Low Risk,58.82699938204613,Medium,0.019663164928089654,40-50
140,59,0,Travel Rarely,Software Development,2,Degree,5,Male,195156,3,3,HR,2,Divorced,3,Yes,68,14,4,0,9,4,0.0,-4,65052.0,0.21428571428571427,inf,10,0,Career growth is good,0.7,0.0008409284936057743,0.08409284936057743,Low Risk,50.01483991459305,Medium,0.08409284936057743,50-60
141,30,0,Travel Rarely,Network Administration,27,PhD,4,Male,184751,1,8,Software Engineer,4,Married,1,No,24,11,2,4,8,8,0.3333333333333333,-4,23093.875,0.09090909090909091,2.0,3,0,Supportive management,0.5,0.03760549831097816,3.760549831097816,Low Risk,56.54597938195843,Medium,3.760549831097816,18-30
142,49,0,Travel Rarely,Cyber Security,48,Master's,4,Female,67170,3,4,Developer,3,Single,2,No,32,16,2,6,8,4,0.35294117647058826,2,16792.5,0.125,1.3333333333333333,12,0,Good work life balance,0.7,0.006329371364977937,0.6329371364977937,Low Risk,41.288165377029024,Medium,0.6329371364977937,40-50
143,56,1,No Travel,Software Development,39,Degree,1,Female,108920,1,7,HR,4,Married,8,Yes,45,14,4,0,7,3,0.0,-3,15560.0,0.5714285714285714,inf,11,0,High stress workload,0.16,0.9969148328802656,99.69148328802656,High Risk,73.47496763906352,High,99.69148328802656,50-60
144,49,1,Travel Frequently,Software Development,36,Master's,1,Female,104100,5,7,Help Desk,2,Single,10,No,11,8,1,2,9,4,0.2222222222222222,-2,14871.42857142857,1.25,4.5,4,0,No promotion opportunities,0.0,0.9989444638885344,99.89444638885344,High Risk,44.09901995097414,Medium,99.89444638885344,40-50
145,21,0,Travel Rarely,Software Development,5,PhD,1,Male,186373,2,5,Help Desk,1,Married,5,Yes,9,17,4,6,2,4,0.3333333333333333,2,37274.6,0.29411764705882354,0.3333333333333333,13,0,I am happy with my team,0.8,0.0052423944842259615,0.5242394484225962,Low Risk,70.68074813795693,High,0.5242394484225962,18-30
146,47,0,Travel Rarely,Network Administration,1,Master's,5,Female,128737,5,2,Manager,3,Single,9,Yes,17,6,3,1,10,4,0.14285714285714285,-3,64368.5,1.5,10.0,2,0,Supportive management,0.5,0.006490157547537597,0.6490157547537597,Low Risk,17.76159101554478,Low,0.6490157547537597,40-50
147,54,0,Travel Rarely,Software Development,22,Degree,2,Female,72703,2,3,QA Analyst,4,Single,9,No,99,12,5,7,0,2,0.5384615384615384,5,24234.333333333332,0.75,0.0,10,0,Good work life balance,0.7,0.005282153256225666,0.5282153256225666,Low Risk,44.21086152805104,Medium,0.5282153256225666,50-60
148,40,0,No Travel,Software Development,10,Degree,4,Female,134257,1,2,QA Analyst,5,Married,4,No,63,16,5,5,6,5,0.29411764705882354,0,67128.5,0.25,1.2,11,0,Good work life balance,0.7,0.0005616229982092772,0.05616229982092772,Low Risk,47.06873452349781,Medium,0.05616229982092772,30-40
149,56,0,No Travel,Data Science,45,Graduation,3,Male,46123,5,8,IT,5,Married,6,No,89,4,2,4,1,3,0.8,1,5765.375,1.5,0.25,1,0,Supportive management,0.5,0.3755890758966382,37.55890758966382,Low Risk,6.628042515823027,Low,37.55890758966382,50-60
150,62,0,Travel Rarely,Data Science,24,Degree,2,Male,113313,1,6,Developer,5,Married,1,No,93,11,4,4,7,3,0.3333333333333333,1,18885.5,0.09090909090909091,1.75,8,0,I am happy with my team,0.8,0.09599273625239221,9.59927362523922,Low Risk,48.75281299268928,Medium,9.59927362523922,
151,32,0,Travel Rarely,Data Science,15,Graduation,3,Female,118924,4,5,Help Desk,1,Divorced,10,Yes,45,12,3,9,8,4,0.6923076923076923,5,23784.8,0.8333333333333334,0.8888888888888888,8,0,Good work life balance,0.7,0.003139711355441188,0.3139711355441188,Low Risk,47.11423020039013,Medium,0.3139711355441188,30-40
152,60,0,No Travel,Data Science,33,Degree,5,Male,114661,1,7,Software Engineer,5,Divorced,8,No,18,2,4,8,10,0,2.6666666666666665,8,16380.142857142857,4.0,1.25,2,0,I am happy with my team,0.8,0.04351826385567246,4.351826385567246,Low Risk,47.82679289157069,Medium,4.351826385567246,50-60
153,46,0,Travel Rarely,Software Development,50,Degree,3,Male,142700,5,8,Technician,5,Divorced,9,No,97,14,4,8,10,7,0.5333333333333333,1,17837.5,0.6428571428571429,1.25,7,0,Supportive management,0.5,0.03045517327976166,3.045517327976166,Low Risk,0.5374442343487351,Low,3.045517327976166,40-50
154,53,0,Travel Rarely,Data Science,23,Graduation,1,Female,82403,2,7,Support,2,Divorced,8,No,27,6,1,4,7,1,0.5714285714285714,3,11771.857142857143,1.3333333333333333,1.75,5,0,Supportive management,0.5,0.9398833220762225,93.98833220762225,High Risk,78.35088215428627,High,93.98833220762225,50-60
155,30,0,Travel Rarely,IT Services,14,Below College,4,Male,183210,4,1,Software Engineer,2,Divorced,9,No,23,5,4,3,0,7,0.5,-4,183210.0,1.8,0.0,-2,0,I am happy with my team,0.8,0.001838111370635045,0.1838111370635045,Low Risk,38.26773137712885,Low,0.1838111370635045,18-30
156,49,0,Travel Rarely,Cyber Security,18,Graduation,2,Male,79173,5,4,Business Analyst,2,Single,9,No,63,5,4,3,1,5,0.5,-2,19793.25,1.8,0.3333333333333333,0,0,Career growth is good,0.7,0.003054975772655608,0.3054975772655608,Low Risk,26.524499572458627,Low,0.3054975772655608,40-50
157,24,0,Travel Rarely,Data Science,25,Graduation,1,Male,106526,5,8,Developer,4,Divorced,7,Yes,79,12,3,7,9,0,0.5384615384615384,7,13315.75,0.5833333333333334,1.2857142857142858,12,0,Supportive management,0.5,0.3175379487816068,31.75379487816068,Low Risk,14.427140272616592,Low,31.75379487816068,18-30
158,39,0,No Travel,Network Administration,22,Degree,4,Female,94203,5,4,Software Engineer,5,Married,1,No,48,4,2,4,2,5,0.8,-1,23550.75,0.25,0.5,-1,0,Good work life balance,0.7,0.0003161796389861584,0.03161796389861584,Low Risk,0.005579640687991031,Low,0.03161796389861584,30-40
